state	threshold_q75	n_high	n_other	median_high	median_other	mean_high	mean_other	mannwhitney_p	spearman_rho	fdr
Mic12_score	0.654544575214386	3304	9910	-0.0050794099999999995	-0.0686614075	0.07386650106243339	-0.024627136419656904	0.0007250350146205372	0.02174713089612898	0.0010875525219308057
Mic13_score	0.5410363287133658	3304	9910	0.068849147	-0.085508	0.1480462884999213	-0.04935872246339656	6.691732274155664e-15	0.09087950748984533	2.0075196822466994e-14
Ast10_score	0.4534374745686849	3304	9910	-0.06855433	-0.042382274	-0.032638352641134995	0.010881646288374383	0.9131978552606289	-0.005301365907197012	0.9131978552606289
